TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4941,1.4945,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001923,-0.001863,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1621,-1.1121,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069426,0.071338,Market,0,A
MM,2,INTEREST,TN,,SIMU,CHF,,1.852,2.052,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000112,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133522,0.136426,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014423,-0.01436,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035338,0.037054,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006677,-0.006495,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7346,-1.6723,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029097,-0.028972,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9008,0.9008,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2422,5.2438,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019924,-0.019205,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.7366,4.737,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3258,-2.2505,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4058,1.4058,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.778,2.878,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003439,-0.003373,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054305,-0.053717,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046367,0.048619,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.595,0.635,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014189,-0.013716,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,NOK,2.68,3.3,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041701,-0.041344,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.709,5.849,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0061,-0.0057,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025659,-0.024693,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.091921,0.094448,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174449,0.1783,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.233,0.248,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005036,-0.004955,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0662,1.0662,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009035,-0.008926,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099225,0.104043,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,110.01,110.07,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9007,0.9008,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001929,-0.001868,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.156,3.236,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015872,0.016397,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151499,0.151499,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8053,7.8053,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014378,-0.014314,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007807,0.008104,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006695,-0.006513,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128976,0.135239,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001189,-0.001093,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016498,-0.00163,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4942,1.4945,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004756,-0.004373,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009379,-0.008623,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014002,-0.012873,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.852,2.052,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023723,-0.021811,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033445,-0.030748,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040098,-0.036865,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000499,-0.000399,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001997,-0.001595,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.706,2.821,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003994,-0.00319,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,GBP,-0.0016,0.00071,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005991,-0.004785,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011445,-0.009141,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015629,-0.012483,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024178,-0.02391,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020616,-0.016466,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000413,0.00052,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000723,0.00091,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000939,0.001182,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000984,0.001239,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000767,0.000966,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.702,5.952,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,DKK,0.0133,0.019,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000551,0.000693,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000098,-0.000088,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000393,-0.000354,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000715,-0.000644,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031339,-0.030987,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001036,-0.000934,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002385,-0.002149,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003487,-0.003142,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004899,-0.004414,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029005,-0.02888,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4941,1.4945,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.351,2.561,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014229,-0.013754,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,SEK,0.0048,0.0068,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002745,0.002878,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023503,0.024198,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1877,-0.1756,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054133,-0.053546,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.868092,6.868824,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.766,2.9,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.01998,-0.019258,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046787,0.047584,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90075,0.9008,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041569,-0.041213,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.01228,0.012876,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5516,-0.5315,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6402,1.6407,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046668,0.04796,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.02573,-0.024761,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093319,0.095293,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,ZAR,0.2325,0.2475,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.585,5.711,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005044,-0.004963,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90075,0.9009,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8237,0.824,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1681,-1.1178,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024237,0.025414,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.193,3.242,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001916,-0.001856,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.0144,-0.014337,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.7339,4.7367,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.00665,-0.006469,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.13321,0.136108,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4115,1.4115,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.3634,1.3638,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01548,-0.01304,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7437,-1.6811,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.02905,-0.028925,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014132,-0.013661,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035234,0.036945,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.718,5.858,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2414,5.2435,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,110.01,110.06,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054218,-0.05363,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069444,0.071357,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019844,-0.019127,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90075,0.90105,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005068,-0.004987,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040304,0.041007,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0664,1.0664,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003425,-0.003359,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3251,-2.2498,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046231,0.048476,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.634,2.764,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025556,-0.024593,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150971,0.150971,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060521,0.061611,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092233,0.094768,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041634,-0.041278,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,8.996,9.002,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.173968,0.177808,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.884,2.976,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001919,-0.001859,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.804,7.804,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.006669,0.00684,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.008998,-0.008889,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014469,-0.014405,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007775,0.008071,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098933,0.103737,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006662,-0.006481,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4942,1.4945,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029189,-0.029063,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015874,0.016399,Market,0,A
FX,3,FXSPOT,SP,,SIMU,USD,ZAR,7.3066,7.3157,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.771,2.871,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014158,-0.013686,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.150812,1.150965,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054477,-0.053887,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128596,0.134841,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.01643,-0.001623,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001197,-0.0011,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004787,-0.004401,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90075,0.90115,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.00944,-0.008679,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014093,-0.012957,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023878,-0.021953,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033663,-0.030949,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.224,5.295,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040361,-0.037106,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000499,-0.000399,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.001997,-0.001595,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.003995,-0.003191,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.005992,-0.004786,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024079,-0.023812,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.698,2.821,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,DKK,0.0195,0.0267,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011447,-0.009143,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015632,-0.012485,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.02062,-0.016469,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000413,0.00052,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000722,0.000908,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000938,0.00118,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000983,0.001237,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000766,0.000964,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.00055,0.000692,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000098,-0.000088,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.671,10.674,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.872,2.968,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000391,-0.000353,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.03121,-0.03086,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000712,-0.000642,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001033,-0.000931,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002377,-0.002142,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003476,-0.003132,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.224,5.295,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004884,-0.0044,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1876,-0.1756,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002766,0.002901,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90075,0.901,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.84341,6.844274,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019881,-0.019163,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023443,0.024135,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046655,0.04745,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.000229,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,3,FXFWD,ON,,SIMU,EUR,USD,0.000112,0.000123,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5508,-0.5307,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041833,-0.041475,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.626,2.771,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012377,0.012978,Market,0,A
FX,2,FXFWD,2W,,SIMU,EUR,SEK,0.000665,0.00111,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046709,0.048001,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.494,1.4944,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093459,0.095436,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025604,-0.024639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4171,1.4171,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,110.22,110.3,Market,0,A
FX,2,FXFWD,ON,,SIMU,GBP,USD,-0.000207,-0.000148,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000115,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001918,-0.001857,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8232,0.824,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005029,-0.004949,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.846,2.046,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1696,-1.1193,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9008,0.901,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024428,0.025614,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.746,4.7484,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.2556,5.2565,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006657,-0.006476,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014358,-0.014295,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.307,3.3071,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6402,1.641,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7558,-1.6927,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0643,1.0643,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000112,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019864,-0.019147,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4939,1.4944,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069126,0.07103,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150571,0.150571,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035512,0.037237,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.028965,-0.02884,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133339,0.136239,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014146,-0.013675,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.493,5.703,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3232,-2.248,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041511,-0.041156,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.091998,0.094526,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025582,-0.024618,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003439,-0.003373,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9008,0.90115,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.175256,0.179125,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054058,-0.053472,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046596,0.048859,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8108,7.8108,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0061,-0.0057,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001929,-0.001868,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005067,-0.004986,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.762,2.88,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006695,-0.006513,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007808,0.008105,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014467,-0.014404,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,NOK,0.044,0.0519,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015926,0.016452,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019978,-0.019256,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009036,-0.008926,Market,0,A
MM,2,INTEREST,3M,,SIMU,CHF,,2.695,2.785,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1879,-0.1759,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099715,0.104557,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029186,-0.02906,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.02334,0.024029,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.803582,6.806643,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.3604,1.3606,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046635,0.047429,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90085,0.9011,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014227,-0.013753,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040218,0.04092,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054471,-0.05388,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.129613,0.135906,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.708,5.953,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016499,-0.00163,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001189,-0.001094,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004758,-0.004374,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009382,-0.008626,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014007,-0.012877,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023732,-0.021818,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033456,-0.030759,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,DKK,0.007369,0.009646,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040112,-0.036878,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000497,-0.000397,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.00199,-0.001589,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.00398,-0.003179,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.00597,-0.004768,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.768,2.868,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011404,-0.009108,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.02418,-0.023911,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015573,-0.012438,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020542,-0.016407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,110.18,110.24,Market,0,A
